date,open,high,low,close,price_change_pct,volume,turnover,year,eps,pe-ratio,roe,dividend
2022-03-16,772.0,778.0,765.0,768.0,-0.52,46676.0,35928971.2,2022,39.13,18.1,19.54,0.0
2022-03-20,776.0,776.0,764.0,770.0,0.26,42001.0,32221338.6,2022,39.13,18.1,19.54,0.0
2022-03-21,775.0,780.0,762.0,773.0,0.39,47286.0,36280037.9,2022,39.13,18.1,19.54,0.0
2022-03-22,770.0,785.0,770.0,779.9,0.89,41446.0,32251559.7,2022,39.13,18.1,19.54,0.0
2022-03-23,780.0,785.0,773.0,785.0,0.65,108697.0,84194639.2,2022,39.13,18.1,19.54,0.0
2022-03-24,780.0,790.0,769.3,780.0,-0.64,67523.0,52208122.2,2022,39.13,18.1,19.54,0.0
2022-03-27,780.0,790.0,766.0,766.0,-1.79,67429.0,52056815.8,2022,39.13,18.1,19.54,0.0
2022-03-28,761.0,765.0,755.0,759.9,-0.8,37146.0,28229612.7,2022,39.13,18.1,19.54,0.0
2022-03-29,756.0,765.0,754.0,757.0,-0.38,40516.0,30680927.4,2022,39.13,18.1,19.54,0.0
2022-03-30,758.0,770.0,757.0,767.0,1.32,29760.0,22669073.0,2022,39.13,18.1,19.54,0.0
2022-03-31,772.0,772.0,755.0,764.0,-0.39,39695.0,30287300.6,2022,39.13,18.1,19.54,0.0
2022-04-03,770.0,778.0,756.2,761.9,-0.27,18189.0,13822827.5,2022,39.13,18.1,19.54,0.0
2022-04-04,777.1,777.1,757.0,762.0,0.01,19152.0,14559554.3,2022,39.13,18.1,19.54,0.0
2022-04-05,777.2,777.2,748.0,751.2,-1.42,69542.0,52271776.4,2022,39.13,18.1,19.54,0.0
2022-04-06,750.0,750.0,739.0,741.9,-1.24,52534.0,38947897.1,2022,39.13,18.1,19.54,0.0
2022-04-07,750.0,765.0,746.0,765.0,3.11,51777.0,38907678.0,2022,39.13,18.1,19.54,0.0
2022-04-11,765.0,774.0,740.0,763.0,-0.26,91552.0,68688419.0,2022,39.13,18.1,19.54,0.0
2022-04-12,775.0,775.0,745.0,752.0,-1.44,44168.0,33165629.3,2022,39.13,18.1,19.54,0.0
2022-04-13,748.0,760.0,745.0,757.0,0.66,51266.0,38575069.9,2022,39.13,18.1,19.54,0.0
2022-04-17,772.1,772.1,746.0,751.0,-0.79,38725.0,29155508.4,2022,39.13,18.1,19.54,0.0
2022-04-18,756.0,756.0,745.0,747.5,-0.47,32922.0,24680590.6,2022,39.13,18.1,19.54,0.0
2022-04-19,750.0,764.8,746.0,760.0,1.67,28688.0,21693263.2,2022,39.13,18.1,19.54,0.0
2022-04-20,775.0,775.0,750.8,755.0,-0.66,66139.0,50256923.2,2022,39.13,18.1,19.54,0.0
2022-04-21,770.1,770.1,740.0,765.0,1.32,55724.0,42064704.4,2022,39.13,18.1,19.54,0.0
2022-04-24,780.0,800.0,765.0,796.0,4.05,62866.0,49168270.5,2022,39.13,18.1,19.54,0.0
2022-04-25,800.0,800.0,776.0,776.0,-2.51,68468.0,53867663.6,2022,39.13,18.1,19.54,0.0
2022-04-26,785.0,791.0,773.0,784.4,1.08,35741.0,27903335.3,2022,39.13,18.1,19.54,0.0
2022-04-27,773.0,781.8,770.1,781.8,-0.33,37180.0,28839572.6,2022,39.13,18.1,19.54,0.0
2022-04-28,780.0,790.0,779.0,782.0,0.03,44865.0,35146477.2,2022,39.13,18.1,19.54,0.0
2022-05-02,780.0,780.0,767.0,773.5,-1.09,33499.0,25833871.4,2022,39.13,18.1,19.54,0.0
2022-05-04,770.0,773.0,765.1,771.5,-0.26,23016.0,17693150.4,2022,39.13,18.1,19.54,0.0
2022-05-05,762.0,770.0,747.5,764.0,-0.97,89146.0,67361636.7,2022,39.13,18.1,19.54,0.0
2022-05-08,751.0,765.0,750.0,765.0,0.13,48636.0,36790867.7,2022,39.13,18.1,19.54,0.0
2022-05-09,780.3,780.3,750.0,774.0,1.18,65468.0,50489591.3,2022,39.13,18.1,19.54,0.0
2022-05-10,777.0,785.0,770.0,785.0,1.42,25257.0,19672533.2,2022,39.13,18.1,19.54,0.0
